source,name,matched_db_name,matched_db_id,distance_km,levenshtein,classification,lat,lng,capacity_mw,status,country_code,commissioned_year,wikidata_id,operators,owners,developers
wikipedia,Yangjiang Shapa Phase 2,Guangdong Shapa Offshore,e6afdc6b-a647-4d3c-9438-cfaaa6ea7e60,,12,new,,,400,unknown,CN,2021,,[],[],[]
wikipedia,Huaneng Rudong,Huaneng Rudong,5922ffe8-28c3-48aa-844b-3bdb8fca9daf,7428.7,0,match,32.68,121.32305555555556,300,unknown,CN,2017,,[],[],[]
wikipedia,Yangjiang Shapa Phase 1,Guangdong Shapa Offshore,e6afdc6b-a647-4d3c-9438-cfaaa6ea7e60,,12,new,,,300,unknown,CN,2019,,[],[],[]
wikipedia,Dongtai IV,Dan Tysk,0c4e46cc-c315-4bf1-b6f3-2be54931683a,,6,new,,,300,unknown,CN,2019,,[],[],[]
wikipedia,Jiangsu Dafeng H8-2,Jiangsu Dafeng Offshore,55576432-e709-4475-8c26-6afecf8b8b7b,,7,new,,,300,unknown,CN,2022,,[],[],[]
wikipedia,Xiangshui demonstration,Xiangshui demonstration,0820f70a-daa5-4347-8de2-03f886f8bff3,8039.2,0,match,34.49805555555556,120.0611111111111,202,unknown,CN,2014,,[],[],[]
wikipedia,Rudong,Arkona Wind Park&#160;&#91;de&#93;,23282ccc-a1d4-421a-96c9-d232edf64d8b,6214.6,4,new,32.519999999999996,121.28805555555556,200,unknown,CN,2014,,[],[],[]
wikipedia,Dongtai V,Dan Tysk,0c4e46cc-c315-4bf1-b6f3-2be54931683a,,6,new,,,200,unknown,CN,2021,,[],[],[]
wikipedia,CGN Rudong demonstration,Xiangshui demonstration,0820f70a-daa5-4347-8de2-03f886f8bff3,8288.6,10,new,32.3705139,121.6880278,152,unknown,CN,2014,,[],[],[]
wikipedia,Guishan,Yunlin,98a998a6-57c3-4598-bfde-8906b227e26d,686.1,5,new,22.12611111111111,113.72888888888889,198,unknown,CN,2018,,[],[],[]
wikipedia,Shanghai Lingang Demonstration - 2,Xiangshui demonstration,0820f70a-daa5-4347-8de2-03f886f8bff3,,16,new,,,101,unknown,CN,2016,,[],[],[]
wikipedia,SPIC Binhai North H1,SPIC Binhai North H1,64fc8c32-16f1-4f12-a225-0c27f1e1eda8,8450.0,0,match,34.4,120.2,100,unknown,CN,2014,,[],[],[]
wikipedia,Block Island Wind,Block Island Wind Farm,bd300298-00ce-4b34-b4d8-75e4b96f5390,2.5,5,match,41.1147,-71.5211,,unknown,US,1147,,[],[],[]
wikipedia,Coastal Virginia Offshore Wind - Pilot Project,Coastal Virginia Offshore Wind - Pilot Project,152f605c-9754-4283-9bc1-b2e83f6a55dd,0.0,0,match,2,135,,unknown,US,8916,,[],[],[]
wikipedia,Empire Wind 1,Empire Wind 1,8724df88-f934-41ae-b681-ecb80ddd04e6,22.5,0,match+enrich,40.299,-73.347,,unknown,US,3292,,[],[],[]
wikipedia,Attentive Energy Two,East Anglia Two,65675c8a-1a41-4dc0-9bf3-4e3087fff55a,,13,new,,,,unknown,US,,,[],[],[]
wikipedia,Carolina Long Bay,Hai Long 2,bc0111d9-98e5-4e09-9b19-21bfc3b18cf1,,9,new,,,,unknown,US,,,[],[],[]
wikipedia,Kitty Hawk North Wind,South Fork Wind,718b6953-9600-4d53-ad38-c8664006813e,,11,new,,,,unknown,US,,,[],[],[]
wikipedia,Leading Light Wind,New England Wind,ed277e79-a533-4f26-87e6-81be6fd0fbba,,9,new,,,,unknown,US,,,[],[],[]
wikipedia,MarWin,Arkona Wind Park&#160;&#91;de&#93;,23282ccc-a1d4-421a-96c9-d232edf64d8b,,4,new,,,,unknown,US,,,[],[],[]
wikipedia,Momentum Wind,Northwind,25d2d816-be99-4458-a155-0bd508c8e58b,,7,new,,,55,unknown,US,,,[],[],[]
wikipedia,New England Wind 1,New England Wind,ed277e79-a533-4f26-87e6-81be6fd0fbba,113.2,2,match,40.86111111,-70.71111111,,unknown,US,,,[],[],[]
wikipedia,Vineyard Wind 2,Vineyard Wind 1,f09d4fcf-6aa2-4e8a-872f-2f44a65535f3,,1,match,,,,unknown,US,,,[],[],[]
wikipedia,TBA,Thor,89c62403-acd0-4d17-be4e-7f9ac587c373,,3,match,,,,unknown,US,,,[],[],[]
wikipedia,Vänern,Thor,89c62403-acd0-4d17-be4e-7f9ac587c373,430.8,4,new,59.26111111111111,13.386111111111111,30,unknown,SE,2010,,[],[],[]
wikipedia,Karehamn,Kårehamn,1e32c078-eed9-429c-b79d-3031480ab464,17.6,1,match,56.980000000000004,17.02,48,unknown,SE,2013,,[],[],[]
wikipedia,Svante 1,Bałtyk 1,3f20159e-cf7c-4804-83dd-d7fafced6a74,133.2,5,new,56,14.733333333333333,0.22,unknown,SE,1990,,[],[],[]
wikipedia,Setana Wind Farm,Arkona Wind Park&#160;&#91;de&#93;,23282ccc-a1d4-421a-96c9-d232edf64d8b,6546.5,4,new,42.45,139.85,0.6,unknown,JP,,,[],[],[]
wikipedia,Sakata Offshore Wind Farm,Arkona Wind Park&#160;&#91;de&#93;,23282ccc-a1d4-421a-96c9-d232edf64d8b,,4,new,,,2,unknown,JP,,,[],[],[]
wikipedia,Wind Power Kamisu,Wind Power Kamisu,490e4f47-d636-4b01-b869-a4d145a4a49b,0.0,0,match,35.88994444,140.66452778,2,unknown,JP,2008,,[],[],[]
wikipedia,Fukushima Floating Wind Turbine,Ulsan Floating,17e33780-5b90-42fe-bead-e271629596cf,,20,new,,,2,unknown,JP,2013,,[],[],[]
wikipedia,Noshiro Port,Noshiro Port,1e9d7b61-183b-4046-aeaa-868e77d60629,4.3,0,match,40.216372222222226,139.99995277777776,4.2,unknown,JP,2022,,[],[],[]
wikipedia,Akita Port,Akita Port,7c5a2bd5-6691-47cb-a120-27813a35cdaf,9.2,0,match,39.75951388888889,140.04276388888889,4.2,unknown,JP,2022,,[],[],[]
wikipedia,Ishikari Bay,Ishikari Bay,426a561f-e4ba-4186-9e74-9f7ee816afa0,8769.5,0,match,43.333333333333336,141.11666666666667,8,unknown,JP,2023,,[],[],[]
wikipedia,Kitakyushu,Kitakyushu Hibiki,65e6dedf-f690-4984-b7fa-42970905c63c,4.1,7,match,33.88333333,130.88333333,,unknown,JP,,,[],[],[]
wikipedia,Yurihonjo,Arkona Wind Park&#160;&#91;de&#93;,23282ccc-a1d4-421a-96c9-d232edf64d8b,,6,new,,,12.6,unknown,JP,2030,,[],[],[]
wikipedia,Noshiro,Norther,4cbb2487-0897-425e-b06b-a4e57399bdef,,4,new,,,12.6,unknown,JP,2028,,[],[],[]
wikipedia,Choshi,Thor,89c62403-acd0-4d17-be4e-7f9ac587c373,,4,new,,,12.6,unknown,JP,2028,,[],[],[]
osm,M20,Thor,89c62403-acd0-4d17-be4e-7f9ac587c373,692.1,4,new,51.6983397,1.5006927,3.6,unknown,,,,[],[],[]
osm,De Ambtenaar,SeaStar,4e0b0919-5158-4d9b-b6b8-a49e75c4ba27,201.4,7,new,52.7819087,5.1015341,7.5,unknown,,,,[],[],[]
osm,E-112 Nearshore,Samsø Offshore,c67c9a10-f508-4a4e-ac56-f350787e4222,356.2,9,new,53.3329127,7.2111799,4.5,unknown,,,,[],[],[]
osm,Lucia af Boholmen,Avedøre Holme,c22cec28-9971-4888-bea3-eef33e0c6e6b,1435.0,11,new,59.3294483,13.431983,0.5,unknown,,1995,,[],[],[]
osm,AV-3,Thor,89c62403-acd0-4d17-be4e-7f9ac587c373,295.9,4,new,54.021671,6.6183329,5,unknown,,2010,,[],[],[]
osm,AV-11,Thor,89c62403-acd0-4d17-be4e-7f9ac587c373,298.4,5,new,54.000332,6.6071656,5,unknown,,2010,,[],[],[]
osm,Hywind demo,Hywind Tampen,cf11fa94-4a6b-4cd2-bd97-da295efb26cf,255.2,5,new,59.1403111,5.029584,2.3,unknown,,,,[],[],[]
osm,B-7,Thor,89c62403-acd0-4d17-be4e-7f9ac587c373,348.8,4,new,54.6165833,12.6423889,2.3,unknown,,2011,,[],[],[]
osm,B-5,Thor,89c62403-acd0-4d17-be4e-7f9ac587c373,350.1,4,new,54.5893611,12.63,2.3,unknown,,2011,,[],[],[]
osm,B-21,Thor,89c62403-acd0-4d17-be4e-7f9ac587c373,350.3,4,new,54.6306667,12.6918889,2.3,unknown,,2011,,[],[],[]
osm,Windpark De Griete,He Dreiht,b06c0a44-9f60-4075-ad93-b25f0e452a80,370.9,5,new,51.3549153,3.9047142,0.8,unknown,,,,[],[],[]
osm,Tvindkraft,Vindeby,e4ae48c5-9fda-4607-b38b-860b68c845c2,220.3,6,new,56.2559673,8.2800043,0.9,unknown,,1978,Q11626695,[],[],[]
osm,No.26,Anholt,048946f5-da7e-4d5b-8176-6fe00db20126,8883.1,4,new,24.0849569,120.381153,,unknown,,,,[],[],[]
osm,No.33,Anholt,048946f5-da7e-4d5b-8176-6fe00db20126,8884.3,4,new,24.0854426,120.4048547,,unknown,,,,[],[],[]
osm,No.38,Anholt,048946f5-da7e-4d5b-8176-6fe00db20126,8884.6,4,new,24.0612146,120.3662947,,unknown,,,,[],[],[]
osm,Lagerway,Latvian OWF,c7701e39-234f-4a84-8b18-f1cef01d7ad3,973.3,5,new,52.3868821,7.8451058,,unknown,,,,[],[],[]
osm,M7,Thor,89c62403-acd0-4d17-be4e-7f9ac587c373,213.7,4,new,55.3410584,10.9395824,3,unknown,,2009,,[],[],[]
osm,Olsvenne 2,Borssele II,a11975f2-38e2-4f53-a323-e8033343a518,1137.1,5,new,57.073053,18.2242247,2.5,unknown,,2009,,[],[],[]
osm,Vapaakirkon tuulivoimala,Arkona,8331f8df-7efc-455c-8046-f7e306b46496,915.7,18,new,61.7824596,22.995809,1,unknown,,2011,,[],[],[]
osm,No.21,Anholt,048946f5-da7e-4d5b-8176-6fe00db20126,8881.8,4,new,24.1025323,120.3868785,,unknown,,,,[],[],[]
osm,KF F1,Fécamp,9369aec4-d69b-41a4-856e-7dcb76aa369b,183.9,5,new,51.4728734,1.1062879,3,unknown,,,,[],[],[]
osm,A10,Fécamp,9369aec4-d69b-41a4-856e-7dcb76aa369b,203.3,4,new,51.5785462,1.4576231,3.6,unknown,,,,[],[],[]
osm,D20,Thor,89c62403-acd0-4d17-be4e-7f9ac587c373,704.2,4,new,51.5976721,1.4242351,3.6,unknown,,,,[],[],[]
osm,D04,Thor,89c62403-acd0-4d17-be4e-7f9ac587c373,701.9,4,new,51.5758516,1.5288299,3.6,unknown,,,,[],[],[]
osm,F01,Fécamp,9369aec4-d69b-41a4-856e-7dcb76aa369b,206.4,4,new,51.5778993,1.5690465,3.6,unknown,,,,[],[],[]
osm,F20,Fécamp,9369aec4-d69b-41a4-856e-7dcb76aa369b,210.1,4,new,51.6507718,1.4342919,3.6,unknown,,,,[],[],[]
osm,J06,Thor,89c62403-acd0-4d17-be4e-7f9ac587c373,695.8,4,new,51.6241178,1.5714078,3.6,unknown,,,,[],[],[]
osm,L11,Lincs,acfd5dca-fcbd-41f5-ac63-137eefee1e6d,182.8,4,new,51.65698,1.5551284,3.6,unknown,,,,[],[],[]
osm,M14,Thor,89c62403-acd0-4d17-be4e-7f9ac587c373,692.4,4,new,51.6744988,1.5437021,3.6,unknown,,,,[],[],[]
osm,Lörby 4 Lörby/Ysane,Race Bank,17f40b94-5c52-48db-9096-d771f27f8ef6,952.1,11,new,56.070199,14.6707184,0.8,unknown,,2010,,[],[],[]
osm,M01 - Elena,Borssele II,a11975f2-38e2-4f53-a323-e8033343a518,416.6,8,new,54.3469685,7.6413315,3.6,unknown,,2014,,[],[],[]
osm,M32 - Lucia,Mermaid,8b0965d1-16da-4534-b720-96ab97a28d4d,449.0,9,new,54.3665667,7.6892,3.6,unknown,,2014,,[],[],[]
osm,Si-Vind,Viking,adba0db1-a4fc-4a34-93ed-04a8c86cc7f3,760.0,4,new,58.2910215,11.4484885,0.5,unknown,,1995,,[],[],[]
osm,M06 - Matthias,Veja Mate,7f89fda6-8ae7-4bd8-8813-aba0946b584f,124.7,10,new,54.3693935,7.6414042,3.6,unknown,,2014,,[],[],[]
osm,M10 - Andrew,Butendiek,18b589fd-238a-4705-9d45-ceb697598f1f,71.9,9,new,54.3877256,7.6412481,3.6,unknown,,2014,,[],[],[]
osm,Lyse Bonus,Race Bank,17f40b94-5c52-48db-9096-d771f27f8ef6,876.4,6,new,58.3137384,11.3949845,0.45,unknown,,1992,,[],[],[]
osm,ZE-1,Thor,89c62403-acd0-4d17-be4e-7f9ac587c373,316.8,4,new,54.005426,5.8780261,4,unknown,,,,[],[],[]
osm,ZE-10,Gemini,8049838b-c453-4188-8614-5560ca86ef8f,9.0,5,new,54.0507749,5.8218454,4,unknown,,,,[],[],[]
osm,ZE-16,Gemini,8049838b-c453-4188-8614-5560ca86ef8f,5.4,5,new,54.0261566,5.8679111,4,unknown,,,,[],[],[]
osm,ZE-31,Gemini,8049838b-c453-4188-8614-5560ca86ef8f,6.4,5,new,54.0438899,5.8604618,4,unknown,,,,[],[],[]
osm,ZE-41,Gemini,8049838b-c453-4188-8614-5560ca86ef8f,2.8,5,match,54.005279,5.915578,4,unknown,,,,[],[],[]
osm,ZE-45,Gemini,8049838b-c453-4188-8614-5560ca86ef8f,3.4,5,match,54.0253018,5.8992014,4,unknown,,,,[],[],[]
osm,ZE-52,Gemini,8049838b-c453-4188-8614-5560ca86ef8f,6.6,5,new,54.0608616,5.8766029,4,unknown,,,,[],[],[]
osm,ZE-60,Gemini,8049838b-c453-4188-8614-5560ca86ef8f,4.1,5,match,54.0450547,5.9033545,4,unknown,,,,[],[],[]
osm,ZE-67,Gemini,8049838b-c453-4188-8614-5560ca86ef8f,1.2,5,match,54.0210407,5.931505,4,unknown,,,,[],[],[]
osm,ZE-75,Gemini,8049838b-c453-4188-8614-5560ca86ef8f,5.6,5,new,54.0633704,5.9070537,4,unknown,,,,[],[],[]
osm,BG-1,Thor,89c62403-acd0-4d17-be4e-7f9ac587c373,312.5,4,new,54.004778,6.0274476,4,unknown,,,,[],[],[]
osm,BG-10,Thor,89c62403-acd0-4d17-be4e-7f9ac587c373,308.1,5,new,54.0578549,5.9967646,4,unknown,,,,[],[],[]
osm,BG-17,Thor,89c62403-acd0-4d17-be4e-7f9ac587c373,310.3,5,new,54.0266631,6.0280658,4,unknown,,,,[],[],[]
osm,BG-33,Thor,89c62403-acd0-4d17-be4e-7f9ac587c373,308.2,5,new,54.0472155,6.0294874,4,unknown,,,,[],[],[]
osm,BG-38,Thor,89c62403-acd0-4d17-be4e-7f9ac587c373,311.4,5,new,54.0045715,6.0673525,4,unknown,,,,[],[],[]
osm,BG-49,Thor,89c62403-acd0-4d17-be4e-7f9ac587c373,306.2,5,new,54.0668168,6.0315944,4,unknown,,,,[],[],[]
osm,BG-54,Thor,89c62403-acd0-4d17-be4e-7f9ac587c373,309.5,5,new,54.023287,6.0698652,4,unknown,,,,[],[],[]
osm,BG-57,Thor,89c62403-acd0-4d17-be4e-7f9ac587c373,307.9,5,new,54.0421021,6.0590783,4,unknown,,,,[],[],[]
osm,E-112,Gemini,8049838b-c453-4188-8614-5560ca86ef8f,109.3,5,new,53.3368528,7.1422464,4.5,unknown,,,,[],[],[]
osm,NG 17,Sprogø,66e7c949-2056-46b3-8761-dcdd945e27a7,245.4,5,new,53.822889,8.16856,6.15,unknown,,2017,,[],[],[]
osm,NG 1,Thor,89c62403-acd0-4d17-be4e-7f9ac587c373,297.9,4,new,53.8413333,8.1505,6.15,unknown,,2017,,[],[],[]
osm,WTG-1,Thor,89c62403-acd0-4d17-be4e-7f9ac587c373,5725.7,4,new,41.1257584,-71.5075482,6,unknown,,2016,,[],[],[]
osm,BLY B06,Barrow,25f7298c-ea70-4431-ae32-ea7846c56ca1,177.8,6,new,55.148,-1.4131,8.3,unknown,,2017,,[],[],[]
osm,BLY B10,Bałtyk 1,3f20159e-cf7c-4804-83dd-d7fafced6a74,1147.1,5,new,55.1132,-1.3935,8.3,unknown,,2017,,[],[],[]
osm,BLY B08,Barrow,25f7298c-ea70-4431-ae32-ea7846c56ca1,177.0,6,new,55.1314,-1.4005,8.3,unknown,,2017,,[],[],[]
osm,N 9,Thor,89c62403-acd0-4d17-be4e-7f9ac587c373,296.2,4,new,53.9938701,6.7476224,6.15,unknown,,2017,,[],[],[]
osm,N 8,Thor,89c62403-acd0-4d17-be4e-7f9ac587c373,293.0,4,new,53.9973831,6.8945002,6.15,unknown,,2017,,[],[],[]
osm,N 46,Thor,89c62403-acd0-4d17-be4e-7f9ac587c373,295.0,4,new,53.97686,6.903075,6.15,unknown,,2017,,[],[],[]
osm,N 42,Thor,89c62403-acd0-4d17-be4e-7f9ac587c373,296.8,4,new,53.9689114,6.8519926,6.15,unknown,,2017,,[],[],[]
osm,N 52,Thor,89c62403-acd0-4d17-be4e-7f9ac587c373,299.6,4,new,53.961389,6.747778,6.15,unknown,,2017,,[],[],[]
osm,Ådan (Sturkö 1),Dan Tysk,0c4e46cc-c315-4bf1-b6f3-2be54931683a,605.0,5,new,56.1021808,15.6562981,0.8,unknown,,2008,,[],[],[]
osm,Sumin tuulivoimalaitos,Wind farms in the IJsselmeer,277f5afb-6fa6-44f3-b237-eef1853f5b6b,1785.0,15,new,65.6594635,24.5347787,2,unknown,,,,[],[],[]
osm,X5,Thor,89c62403-acd0-4d17-be4e-7f9ac587c373,730.4,4,new,51.44583,1.1176711,3.3,unknown,,,,[],[],[]
osm,X2,Thor,89c62403-acd0-4d17-be4e-7f9ac587c373,732.4,4,new,51.4417757,1.0778357,3.3,unknown,,,,[],[],[]
osm,Z3,Thor,89c62403-acd0-4d17-be4e-7f9ac587c373,731.8,4,new,51.4573935,1.0588006,3.3,unknown,,,,[],[],[]
osm,Éolienne Flottante Floatgen,Pentland Floating OWF,f2b7bf6d-f34c-4620-9f3f-51f384319f78,1268.4,15,new,47.2402,-2.7754,2,unknown,,,,[],[],[]
osm,C21,Fécamp,9369aec4-d69b-41a4-856e-7dcb76aa369b,303.6,4,new,52.2774803,2.458585,7,unknown,,,Q17347013,[],[],[]
osm,C06,Fécamp,9369aec4-d69b-41a4-856e-7dcb76aa369b,296.2,4,new,52.1813637,2.5107578,7,unknown,,,Q17347013,[],[],[]
osm,B15,Thor,89c62403-acd0-4d17-be4e-7f9ac587c373,605.5,4,new,52.2353983,2.4493136,7,unknown,,,Q17347013,[],[],[]
osm,C16,Fécamp,9369aec4-d69b-41a4-856e-7dcb76aa369b,301.1,4,new,52.245551,2.4754637,7,unknown,,,Q17347013,[],[],[]
osm,C13,Fécamp,9369aec4-d69b-41a4-856e-7dcb76aa369b,299.6,4,new,52.2261208,2.4862273,7,unknown,,,Q17347013,[],[],[]
osm,D05,Thor,89c62403-acd0-4d17-be4e-7f9ac587c373,606.9,4,new,52.1782694,2.5442092,7,unknown,,,Q17347013,[],[],[]
osm,D08,Thor,89c62403-acd0-4d17-be4e-7f9ac587c373,605.5,4,new,52.1980703,2.5335484,7,unknown,,,Q17347013,[],[],[]
osm,D11,Thor,89c62403-acd0-4d17-be4e-7f9ac587c373,604.3,4,new,52.2165713,2.5228365,7,unknown,,,Q17347013,[],[],[]
osm,D14,Thor,89c62403-acd0-4d17-be4e-7f9ac587c373,603.0,4,new,52.2355387,2.512905,7,unknown,,,Q17347013,[],[],[]
osm,D19,Thor,89c62403-acd0-4d17-be4e-7f9ac587c373,600.7,4,new,52.2676817,2.4956146,7,unknown,,,Q17347013,[],[],[]
osm,D22,Thor,89c62403-acd0-4d17-be4e-7f9ac587c373,599.4,4,new,52.2869005,2.4861214,7,unknown,,,Q17347013,[],[],[]
osm,F26,Sofia,4dabc82d-af4f-4381-81e0-569684af076a,276.1,4,new,52.3186793,2.5304123,7,unknown,,,Q17347013,[],[],[]
osm,F23,Sofia,4dabc82d-af4f-4381-81e0-569684af076a,278.3,4,new,52.2996958,2.5415836,7,unknown,,,Q17347013,[],[],[]
osm,E18,Thor,89c62403-acd0-4d17-be4e-7f9ac587c373,599.7,4,new,52.2649139,2.5287426,7,unknown,,,Q17347013,[],[],[]
osm,E22,Thor,89c62403-acd0-4d17-be4e-7f9ac587c373,597.9,4,new,52.2904385,2.5150472,7,unknown,,,Q17347013,[],[],[]
osm,E25,Thor,89c62403-acd0-4d17-be4e-7f9ac587c373,596.6,4,new,52.3095616,2.5046041,7,unknown,,,Q17347013,[],[],[]
osm,34,Thor,89c62403-acd0-4d17-be4e-7f9ac587c373,8494.0,4,new,30.7615,122.0265,,unknown,,,,[],[],[]
osm,G27,Thor,89c62403-acd0-4d17-be4e-7f9ac587c373,592.7,4,new,52.3291239,2.5580548,7,unknown,,,Q17347013,[],[],[]
osm,G24,Thor,89c62403-acd0-4d17-be4e-7f9ac587c373,594.1,4,new,52.3091085,2.5683329,7,unknown,,,Q17347013,[],[],[]
osm,F17,Sofia,4dabc82d-af4f-4381-81e0-569684af076a,282.7,4,new,52.2613549,2.5624964,7,unknown,,,Q17347013,[],[],[]
osm,E15,Thor,89c62403-acd0-4d17-be4e-7f9ac587c373,601.0,4,new,52.2455395,2.5390647,7,unknown,,,Q17347013,[],[],[]
osm,E12,Thor,89c62403-acd0-4d17-be4e-7f9ac587c373,602.3,4,new,52.2264983,2.5496433,7,unknown,,,Q17347013,[],[],[]
osm,D25,Thor,89c62403-acd0-4d17-be4e-7f9ac587c373,598.1,4,new,52.3061303,2.4746917,7,unknown,,,Q17347013,[],[],[]
osm,A12,Fécamp,9369aec4-d69b-41a4-856e-7dcb76aa369b,296.4,4,new,52.2132475,2.4285148,7,unknown,,,Q17347013,[],[],[]
osm,A09,Fécamp,9369aec4-d69b-41a4-856e-7dcb76aa369b,294.9,4,new,52.1935347,2.4399517,7,unknown,,,Q17347013,[],[],[]
osm,A05,Fécamp,9369aec4-d69b-41a4-856e-7dcb76aa369b,292.9,4,new,52.1678518,2.4528478,7,unknown,,,Q17347013,[],[],[]
osm,B12,Thor,89c62403-acd0-4d17-be4e-7f9ac587c373,606.8,4,new,52.2161661,2.4595211,7,unknown,,,Q17347013,[],[],[]
osm,B09,Thor,89c62403-acd0-4d17-be4e-7f9ac587c373,608.2,4,new,52.1963759,2.4710439,7,unknown,,,Q17347013,[],[],[]
osm,B06,Thor,89c62403-acd0-4d17-be4e-7f9ac587c373,609.5,4,new,52.1776295,2.4799917,7,unknown,,,Q17347013,[],[],[]
osm,B03,Thor,89c62403-acd0-4d17-be4e-7f9ac587c373,610.8,4,new,52.1591779,2.489755,7,unknown,,,Q17347013,[],[],[]
osm,C01,Fécamp,9369aec4-d69b-41a4-856e-7dcb76aa369b,293.8,4,new,52.1500149,2.5279496,7,unknown,,,Q17347013,[],[],[]
osm,C09,Fécamp,9369aec4-d69b-41a4-856e-7dcb76aa369b,297.6,4,new,52.2006765,2.4999259,7,unknown,,,Q17347013,[],[],[]
osm,B2 H8,Sprogø,66e7c949-2056-46b3-8761-dcdd945e27a7,146.3,5,new,54.9625,13.16043,3.6,unknown,,2015,,[],[],[]
osm,B2 E1,Sprogø,66e7c949-2056-46b3-8761-dcdd945e27a7,143.2,5,new,54.978889,13.118889,3.6,unknown,,2015,,[],[],[]
osm,Almudden,Aberdeen Offshore Wind Farm,35b771ab-0fae-4edb-9e20-05e15909e0af,1014.8,4,new,58.8171612,14.9267702,0.8,unknown,,2005,,[],[],[]
osm,DKF30D,Sofia,4dabc82d-af4f-4381-81e0-569684af076a,800.5,5,new,55.0792708,13.0016383,8,unknown,,2021,,[],[],[]
osm,DKF34A,Sofia,4dabc82d-af4f-4381-81e0-569684af076a,792.0,4,new,55.0762887,12.8687363,8,unknown,,2021,,[],[],[]
osm,DKF43A,Sofia,4dabc82d-af4f-4381-81e0-569684af076a,796.0,4,new,55.0565065,12.9302758,8,unknown,,2021,,[],[],[]
osm,DKF50G,Sprogø,66e7c949-2056-46b3-8761-dcdd945e27a7,140.0,5,new,55.0341326,13.0929763,8,unknown,,2021,,[],[],[]
osm,DKF25C,Sofia,4dabc82d-af4f-4381-81e0-569684af076a,797.6,5,new,55.0961158,12.9567552,8,unknown,,2021,,[],[],[]
osm,DKF66J,Sofia,4dabc82d-af4f-4381-81e0-569684af076a,803.3,5,new,54.9945504,13.043831,8,unknown,,2021,,[],[],[]
osm,DKF67K,Sofia,4dabc82d-af4f-4381-81e0-569684af076a,800.9,5,new,54.9927774,13.0055037,8,unknown,,2021,,[],[],[]
osm,DKF41E,Sofia,4dabc82d-af4f-4381-81e0-569684af076a,803.8,5,new,55.0582271,13.0530778,8,unknown,,2021,,[],[],[]
osm,DKF07R,Thor,89c62403-acd0-4d17-be4e-7f9ac587c373,330.9,5,new,55.0334544,12.8152834,8,unknown,,2021,,[],[],[]
osm,DKF15P,Fécamp,9369aec4-d69b-41a4-856e-7dcb76aa369b,1012.6,5,new,54.9946401,12.7623128,8,unknown,,2021,,[],[],[]
osm,DKF37C,Sofia,4dabc82d-af4f-4381-81e0-569684af076a,797.4,5,new,55.0695414,12.9527061,8,unknown,,2021,,[],[],[]
osm,DKF51L,Hesselø,3f0280f2-28c4-492e-9d49-bafde5378114,149.4,5,new,55.0374879,12.9425095,8,unknown,,2021,,[],[],[]
osm,DKF60H,Sofia,4dabc82d-af4f-4381-81e0-569684af076a,804.3,5,new,55.0132925,13.0602127,8,unknown,,2021,,[],[],[]
osm,DKF12O,Dudgeon,391c81c5-93a9-4b0d-8c9f-2d9aa28f521c,771.6,5,new,55.0097437,12.822876,8,unknown,,2021,,[],[],[]
osm,DKF68I,Gemini,8049838b-c453-4188-8614-5560ca86ef8f,472.3,5,new,54.9885777,13.0756609,8,unknown,,2021,,[],[],[]
osm,DKF59I,Gemini,8049838b-c453-4188-8614-5560ca86ef8f,469.5,5,new,55.0162479,13.0227009,8,unknown,,2021,,[],[],[]
osm,DKF46F,Sofia,4dabc82d-af4f-4381-81e0-569684af076a,801.0,5,new,55.0458567,13.0095659,8,unknown,,2021,,[],[],[]
osm,DKF49F,Sofia,4dabc82d-af4f-4381-81e0-569684af076a,803.2,5,new,55.0406224,13.0443046,8,unknown,,2021,,[],[],[]
osm,DKF56G,Sprogø,66e7c949-2056-46b3-8761-dcdd945e27a7,141.8,5,new,55.0196163,13.115441,8,unknown,,2021,,[],[],[]
osm,DKF01R,Thor,89c62403-acd0-4d17-be4e-7f9ac587c373,329.4,5,new,55.0663658,12.8240467,8,unknown,,2021,,[],[],[]
osm,DKF58L,Hesselø,3f0280f2-28c4-492e-9d49-bafde5378114,152.8,5,new,55.01744,12.9879623,8,unknown,,2021,,[],[],[]
osm,DKF22N,Yunlin,98a998a6-57c3-4598-bfde-8906b227e26d,8911.9,5,new,54.9731069,12.8039203,8,unknown,,2021,,[],[],[]
osm,DKF33B,Sofia,4dabc82d-af4f-4381-81e0-569684af076a,795.4,5,new,55.0769917,12.9224031,8,unknown,,2021,,[],[],[]
osm,DKF20M,Sofia,4dabc82d-af4f-4381-81e0-569684af076a,794.4,5,new,54.9716332,12.9037673,8,unknown,,2021,,[],[],[]
osm,DKF04Q,Sofia,4dabc82d-af4f-4381-81e0-569684af076a,785.6,5,new,55.05351,12.7678417,8,unknown,,2021,,[],[],[]
osm,DKF24M,Sofia,4dabc82d-af4f-4381-81e0-569684af076a,792.2,5,new,54.9702616,12.8683064,8,unknown,,2021,,[],[],[]
osm,DKF11P,Fécamp,9369aec4-d69b-41a4-856e-7dcb76aa369b,1013.6,5,new,55.01329,12.7612427,8,unknown,,2021,,[],[],[]
osm,DKF08Q,Sofia,4dabc82d-af4f-4381-81e0-569684af076a,785.2,5,new,55.0327045,12.7616623,8,unknown,,2021,,[],[],[]
osm,DKF16M,Sofia,4dabc82d-af4f-4381-81e0-569684af076a,790.6,5,new,54.9896868,12.8449004,8,unknown,,2021,,[],[],[]
